app,mutator,file,line,col,stage2,build_ok,baseline_median_s,baseline_iqr_s,baseline_n,mutant_median_s,mutant_iqr_s,mutant_n,early_stop,any_timeout,delta_s,delta_pct,threshold_s,o3_verdict,baseline_maxrss_kb,mutant_maxrss_kb,rss_delta_pct,baseline_stmt_lines,mutant_stmt_lines,stmt_lines_differ,baseline_vecinsn,mutant_vecinsn,vecinsn_differ,baseline_text_bytes,mutant_text_bytes,text_bytes_delta_pct,note,_src
nl_means,Halide_unroll_to_vectorize,nl_means_generator.cpp,150,18,OK,1,3.00674,0.05213,21,3.30598,0.05000,9,0,0,0.29924,9.95,0.15638,KILLED_O3,113968,113964,-0.00,1028,960,1,6394,10142,1,265233,275697,3.95,,results-C3.csv
nl_means,Halide_vectorize_to_parallel,nl_means_generator.cpp,137,18,OK,1,3.00674,0.05213,21,3.85722,0.20087,4,1,0,0.85048,28.29,0.15638,KILLED_O3,113968,127276.0,11.68,1028,1147,1,6394,6274,1,265233,265457,0.08,;early_stop,results-C3.csv
nl_means,Halide_vectorize_to_parallel,nl_means_generator.cpp,140,18,OK,1,3.00674,0.05213,21,12.87374,1.22661,4,1,0,9.86700,328.16,0.15638,KILLED_O3,113968,144684.0,26.95,1028,1104,1,6394,6304,1,265233,265969,0.28,;early_stop,results-C3.csv
nl_means,Halide_vectorize_to_parallel,nl_means_generator.cpp,142,18,OK,1,3.00674,0.05213,21,24.05393,0.00000,4,1,1,21.04719,700.00,0.15638,KILLED_O3,113968,0.0,-100.00,1028,1228,1,6394,6028,1,265233,265553,0.12,timeout-capped;early_stop,results-C3.csv
nl_means,Halide_vectorize_to_parallel,nl_means_generator.cpp,147,18,OK,1,3.00674,0.05213,21,2.95605,0.04981,9,0,0,-0.05070,-1.69,0.15638,SURVIVED_O3,113968,113964,-0.00,1028,1036,1,6394,6370,1,265233,265105,-0.05,,results-C3.csv
nl_means,Halide_vectorize_to_parallel,nl_means_generator.cpp,151,18,OK,1,3.00674,0.05213,21,3.20615,0.05010,9,0,0,0.19940,6.63,0.15638,KILLED_O3,113968,113964,-0.00,1028,1048,1,6394,5452,1,265233,265393,0.06,,results-C3.csv
nl_means,Halide_vectorize_to_parallel,nl_means_generator.cpp,153,18,OK,1,3.00674,0.05213,21,3.25587,0.05099,9,0,0,0.24912,8.29,0.15638,KILLED_O3,113968,113964,-0.00,1028,1040,1,6394,6456,1,265233,265585,0.13,,results-C3.csv
nl_means,Halide_vectorize_to_unroll,nl_means_generator.cpp,137,18,OK,1,3.00674,0.05213,21,2.95576,0.05016,9,0,0,-0.05098,-1.70,0.15638,SURVIVED_O3,113968,113964,-0.00,1028,1140,1,6394,7110,1,265233,268561,1.25,,results-C3.csv
nl_means,Halide_vectorize_to_unroll,nl_means_generator.cpp,140,18,OK,1,3.00674,0.05213,21,3.78186,0.07567,4,1,0,0.77512,25.78,0.15638,KILLED_O3,113968,113806.0,-0.14,1028,1532,1,6394,7238,1,265233,273137,2.98,;early_stop,results-C3.csv
nl_means,Halide_vectorize_to_unroll,nl_means_generator.cpp,142,18,OK,1,3.00674,0.05213,21,3.45687,0.00123,9,0,0,0.45012,14.97,0.15638,KILLED_O3,113968,113964,-0.00,1028,1965,1,6394,9560,1,265233,282961,6.68,,results-C3.csv
nl_means,Halide_vectorize_to_unroll,nl_means_generator.cpp,147,18,OK,1,3.00674,0.05213,21,2.95504,0.00101,9,0,0,-0.05170,-1.72,0.15638,SURVIVED_O3,113968,113964,-0.00,1028,1140,1,6394,6172,1,265233,263985,-0.47,,results-C3.csv
nl_means,Halide_vectorize_to_unroll,nl_means_generator.cpp,151,18,OK,1,3.00674,0.05213,21,2.95602,0.05050,9,0,0,-0.05072,-1.69,0.15638,SURVIVED_O3,113968,113964,-0.00,1028,1594,1,6394,6388,1,265233,266033,0.30,,results-C3.csv
nl_means,Halide_vectorize_to_unroll,nl_means_generator.cpp,153,18,OK,1,3.00674,0.05213,21,3.10560,0.05008,9,0,0,0.09886,3.29,0.15638,SURVIVED_O3,113968,113964,-0.00,1028,1392,1,6394,7008,1,265233,266705,0.55,,results-C3.csv
max_filter,Halide_vectorize_to_parallel,max_filter_generator.cpp,111,22,OK,1,1.25292,0.09983,21,10.02338,0.00000,4,1,1,8.77045,700.00,0.29949,KILLED_O3,313992,0.0,-100.00,280,296,1,3858,3858,0,229999,230255,0.11,timeout-capped;early_stop,results-D3.csv
max_filter,Halide_vectorize_to_parallel,max_filter_generator.cpp,113,22,OK,1,1.25292,0.09983,21,10.02338,0.00000,4,1,1,8.77045,700.00,0.29949,KILLED_O3,313992,0.0,-100.00,280,294,1,3858,3850,1,229999,230223,0.10,timeout-capped;early_stop,results-D3.csv
max_filter,Halide_vectorize_to_unroll,max_filter_generator.cpp,106,22,OK,1,1.25292,0.09983,21,1.75447,0.72623,9,0,1,0.50155,40.03,0.29949,KILLED_O3,313992,313988,-0.00,280,364,1,3858,3924,1,229999,230959,0.42,timeout-capped,results-D3.csv
max_filter,Halide_vectorize_to_unroll,max_filter_generator.cpp,108,26,OK,1,1.25292,0.09983,21,1.30322,0.22528,9,0,0,0.05029,4.01,0.29949,SURVIVED_O3,313992,313992,0.00,280,316,1,3858,4298,1,229999,231247,0.54,,results-D3.csv
max_filter,Halide_vectorize_to_unroll,max_filter_generator.cpp,111,22,OK,1,1.25292,0.09983,21,1.25330,0.07496,9,0,0,0.00038,0.03,0.29949,SURVIVED_O3,313992,313992,0.00,280,294,1,3858,3914,1,229999,230287,0.13,,results-D3.csv
max_filter,Halide_vectorize_to_unroll,max_filter_generator.cpp,113,22,OK,1,1.25292,0.09983,21,1.25304,0.07543,9,0,0,0.00011,0.01,0.29949,SURVIVED_O3,313992,313992,0.00,280,329,1,3858,3858,0,229999,229999,0.00,,results-D3.csv
unsharp,Halide_store_at_to_compute_at,unsharp_generator.cpp,99,22,OK,1,2.10446,0.22536,21,2.00424,0.15039,9,0,0,-0.10023,-4.76,0.67608,SURVIVED_O3,129332,130196,0.67,296,262,1,4674,4754,1,235919,235311,-0.26,,results-D3.csv
unsharp,Halide_vectorize_to_parallel,unsharp_generator.cpp,100,22,OK,1,2.10446,0.22536,21,2.45442,0.15032,9,0,0,0.34995,16.63,0.67608,SURVIVED_O3,129332,131372,1.58,296,332,1,4674,3860,1,235919,233839,-0.88,,results-D3.csv
unsharp,Halide_vectorize_to_parallel,unsharp_generator.cpp,103,22,OK,1,2.10446,0.22536,21,2.40447,0.07512,9,0,0,0.30000,14.26,0.67608,SURVIVED_O3,129332,131376,1.58,296,328,1,4674,4656,1,235919,235855,-0.03,,results-D3.csv
unsharp,Halide_vectorize_to_parallel,unsharp_generator.cpp,106,22,OK,1,2.10446,0.22536,21,2.30459,0.24994,9,0,0,0.20012,9.51,0.67608,SURVIVED_O3,129332,131380,1.58,296,323,1,4674,4640,1,235919,236783,0.37,,results-D3.csv
unsharp,Halide_vectorize_to_parallel,unsharp_generator.cpp,95,22,OK,1,2.10446,0.22536,21,3.75573,0.42411,9,0,0,1.65127,78.47,0.67608,KILLED_O3,129332,131376,1.58,296,322,1,4674,4736,1,235919,236367,0.19,,results-D3.csv
unsharp,Halide_vectorize_to_unroll,unsharp_generator.cpp,103,22,OK,1,2.10446,0.22536,21,2.05423,0.25019,9,0,0,-0.05024,-2.39,0.67608,SURVIVED_O3,129332,129328,-0.00,296,324,1,4674,4674,0,235919,236111,0.08,,results-D3.csv
unsharp,Halide_vectorize_to_unroll,unsharp_generator.cpp,95,22,OK,1,2.10446,0.22536,21,1.90417,0.20057,9,0,0,-0.20030,-9.52,0.67608,SURVIVED_O3,129332,129328,-0.00,296,324,1,4674,4674,0,235919,235983,0.03,,results-D3.csv
