app,arm,mutator,file,line,column,stage2,stmt_differs,effective,stage3,test1_demo,test2_golden,test2_written,test3_perf,killed_by,killed,exit_code,wall_seconds,note
depthwise_separable_conv,if_then_else,Halide_select_to_if_then_else,depthwise_separable_conv_generator.cpp,41,13,OK,1,1,OK,SURVIVED,SURVIVED,NOT_RUN,NOT_RUN,,0,0,0.83,emitted header differs from baseline; driver recompiled
depthwise_separable_conv,select_clamp,Halide_clamp_swap_bounds,depthwise_separable_conv_generator.cpp,38,26,OK,1,1,OK,SURVIVED,SURVIVED,NOT_RUN,NOT_RUN,,0,0,0.53,emitted header differs from baseline; driver recompiled
depthwise_separable_conv,select_clamp,Halide_clamp_swap_bounds,depthwise_separable_conv_generator.cpp,39,26,OK,1,1,OK,SURVIVED,SURVIVED,NOT_RUN,NOT_RUN,,0,0,0.94,emitted header differs from baseline; driver recompiled
depthwise_separable_conv,select_clamp,Halide_select_swap_branches,depthwise_separable_conv_generator.cpp,41,13,OK,1,1,OK,SURVIVED,SURVIVED,NOT_RUN,NOT_RUN,,0,0,0.91,emitted header differs from baseline; driver recompiled
depthwise_separable_conv,schedule,Halide_compute_at_to_store_at,depthwise_separable_conv_generator.cpp,124,33,OK,0,0,OK,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,0,,0.00,equivalent at this target (emitted .stmt unchanged); stages 3-4 skipped
depthwise_separable_conv,schedule,Halide_compute_at_to_store_at,depthwise_separable_conv_generator.cpp,160,18,OK,0,0,OK,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,0,,0.00,equivalent at this target (emitted .stmt unchanged); stages 3-4 skipped
depthwise_separable_conv,schedule,Halide_compute_at_to_store_at,depthwise_separable_conv_generator.cpp,151,18,OK,0,0,OK,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,0,,0.00,equivalent at this target (emitted .stmt unchanged); stages 3-4 skipped
depthwise_separable_conv,schedule,Halide_compute_at_to_store_at,depthwise_separable_conv_generator.cpp,246,33,GEN_ERROR,,0,OK,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,0,,0.00,killed at generation time
depthwise_separable_conv,schedule,Halide_compute_at_to_store_at,depthwise_separable_conv_generator.cpp,260,18,GEN_ERROR,,0,OK,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,0,,0.00,killed at generation time
depthwise_separable_conv,schedule,Halide_compute_at_to_store_at,depthwise_separable_conv_generator.cpp,273,18,GEN_ERROR,,0,OK,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,0,,0.00,killed at generation time
