app,arm,mutator,file,line,column,stage2,stmt_differs,effective,stage3,test1_demo,test2_golden,test2_written,test3_perf,killed_by,killed,exit_code,wall_seconds,note
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,71,100,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,2.57,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,44,68,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,2.25,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,71,72,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,2.46,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,78,71,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,2.64,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,44,60,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,2.58,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,36,78,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,3.05,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,36,49,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,3.17,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,230,71,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,3.12,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,231,79,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,3.23,emitted header differs from baseline; driver recompiled
local_laplacian,arithmetic,Halide_add_to_div,local_laplacian_generator.cpp,230,84,OK,1,1,OK,SURVIVED,KILLED,NOT_RUN,NOT_RUN,test2_golden,1,0,3.29,emitted header differs from baseline; driver recompiled
